gene1;gene2;bma_resnik;bma_seco;gic_resnik;gic_seco;sim(phen series)
TREM2;ATG5;0.21347010796832588;0.4924506639321852;0.03239278132735244;0.04384634311474269;0.0
TRAK1;VPS33B;0.14749407675603227;0.3433371942861401;0.10428903069181347;0.12974029192409645;0.0
PLD3;ITPR1;0.3309949743148741;0.6064663299328263;0.15246010239856392;0.18131238248080644;1.0
PDYN;GRM1;0.3311873827937561;0.6036376086740011;0.21298591120448165;0.23042029908477324;0.5
KCNA1;PDCD1;0.2410363098136369;0.4455021832227882;0.05469641044626915;0.061439738616884836;0.0
SPG11;CHMP2B;0.31332384071399394;0.5883510979457252;0.1886727495746983;0.21911314220531106;0.3333333333333333
ARL6IP1;EVC;0.13355187478451572;0.2265877906141043;0.017290100463038933;0.017221828822642928;0.0
MED23;ZBTB11;0.22513918544953326;0.5396447175376868;0.14800279848887812;0.1831097009506557;1.0
TTC25;MAD2L2;0.2455003177830491;0.43135034298963504;0.09419852114423148;0.10113531055839267;0.0
PDE6D;CEP41;0.33663020579820624;0.6246678604347808;0.40378198699584894;0.4362680095239334;0.5
CCNO;LRRC56;0.5305268306481083;0.8868436604041635;0.8742942251793163;0.8986942375986977;1.0
DDOST;NUS1;0.20036373663159454;0.4495881323588643;0.13371361243858546;0.16487178924366072;0.5
TTBK2;TGM6;0.33869127113318576;0.6811747140665751;0.3411006236447812;0.3977668233961197;1.0
LMNB2;ZMYND11;0.1014392871961523;0.27173365343970923;0.03687750724879178;0.05695894491762981;0.0
LAT;LCK;0.2872214081014429;0.496703982746025;0.15833550805684574;0.19427522512619144;1.0
SEPSECS;PCLO;0.2481445451667461;0.5253123191156523;0.2810485832733108;0.3063961992301213;1.0
SLC25A26;GDF3;0.05974320685955716;0.1260103444725847;0.014188197369430488;0.016724934237837916;0.0
MAP3K1;CHMP1A;0.06797651612943909;0.13592665548539967;0.02076664600609731;0.022072399786719564;0.0
LAMB1;LARS2;0.07901549134468706;0.1758333677288671;0.029270425935314474;0.03781265748052502;0.0
DNAJC6;AFF2;0.22431440672127045;0.4537579991183643;0.09335708490208657;0.10720165102962988;0.0
IFITM5;SERPINH1;0.28383944375713993;0.4611908125509795;0.1990119300257292;0.20247048735100087;1.0
INVS;TTC21B;0.25544090590847496;0.4067190510169725;0.16133005154005076;0.17388543680264726;0.5
WDR73;LAGE3;0.3706532968628237;0.6950851161829048;0.4703958603531642;0.4834326752804522;1.0
TBP;PLD3;0.34541490389131896;0.6330170421643988;0.14485096398410455;0.1655647039443926;0.5
PROKR2;GCM2;0.21959706716255686;0.3829049915200395;0.057605132207626364;0.06308113377574731;0.0
EXOSC8;OBSL1;0.132202813090613;0.24802970440979555;0.03083263540740329;0.0361202524114256;0.0
TRIM2;KIF1B;0.2339842447634697;0.3955875523859671;0.06676954601433592;0.07353982367886311;1.0
BLOC1S6;HPS3;0.2675653507533325;0.465887501278721;0.14406498455844186;0.1759343169368052;0.5
PQBP1;CLIC2;0.25662050300542744;0.501221313532948;0.1790459020172574;0.19214783408722447;1.0
FGF9;FIG4;0.2667796203793913;0.4030280025674179;0.07891827592556716;0.07969328966342241;0.0
CD3D;BSND;0.088390556821794;0.18237516115897728;0.021834557178279267;0.03484933109618752;0.0
NYX;SLC24A1;0.4939033466571657;0.7521073868721682;0.8912145565122169;0.8973446662424704;1.0
CTSF;APCDD1;0.0014201477106188314;0.02609815971986706;5.040908761549603e-05;0.0010366381218598279;0.0
EIF2AK4;PRDM16;0.1120560026246696;0.1711365377116882;0.013474950428905274;0.0115927578508214;0.0
SHROOM4;RBMX;0.1401836870337528;0.3310126813475404;0.05888465845882013;0.07158571890614676;0.5
CEP120;MKS1;0.3785503289990632;0.6752858969956926;0.43006707167876296;0.462480463013218;1.0
IL2RG;IL2RB;0.3066260390115131;0.5046864226171099;0.16680088927426498;0.20064457082659495;0.5
GLI3;BSND;0.17733287637045325;0.33301159633427097;0.023025518646863197;0.03200309787220229;0.0
MGAT2;COG1;0.2891401210508689;0.5601522598793602;0.21060231845988892;0.2321733693375456;1.0
APOA2;TXNRD2;0.10716242752896672;0.17775121664885302;0.013033600224164362;0.014046732547985595;0.0
ORC1;ORC6;0.4660745257183641;0.7928473264280758;0.6259713635886479;0.6476391800108237;0.3333333333333333
PAX8;ECEL1;0.14030783276999576;0.26446409517546315;0.0636729565976773;0.07198434454056385;0.0
GGCX;POMT2;0.14432099483609684;0.24841429397737566;0.03137041107170808;0.03289710407566658;0.0
MAK;SNRNP200;0.4235937714238255;0.8024887541545448;0.8984948021138939;0.9186343275752984;1.0
NUP85;CHRND;0.05467060592486418;0.12333934289626465;0.006104145146811922;0.008926252922158626;0.0
PCDH19;MDH2;0.17576778194251758;0.4008882412079945;0.04451800561281034;0.06018565310001215;1.0
PPP2R5D;BBS2;0.18489136163133196;0.37022591720906;0.07893009434316307;0.09181671244656878;0.0
NTN1;CYBA;0.0731385273981102;0.14486932138913294;0.01303161908320837;0.015274992091566788;0.0
TCF4;ATP8B1;0.2465254349033251;0.44750216858723296;0.07985095998022179;0.0910038319644187;0.0
IFT172;BBS2;0.3864309652215166;0.7117588676997022;0.5569473074999698;0.5859257390717262;0.3333333333333333
HSPB1;VCP;0.3603575963199831;0.5817726135855648;0.11681533749033335;0.11903471784519899;0.3333333333333333
PROS1;B3GALNT2;0.09585503627004073;0.18720263802470646;0.0286843311442167;0.030200779721146213;0.0
TRPM1;GNAT1;0.441830197115981;0.6806072320034116;0.644974799730032;0.6447486599964174;1.0
CHMP4B;ZDHHC9;0.08377897091425737;0.1593196028446147;0.002914609412698224;0.0034374742817918965;0.0
GDNF;RET;0.44416104717668026;0.7096274182579312;0.3968620150234821;0.4085318002443218;1.0
SLC25A22;RNF13;0.2335210801476763;0.485494686026319;0.14097223161359335;0.16926739743347666;1.0
KDM5B;METTL23;0.3900634634914837;0.7578032482487604;0.5562902889227411;0.5741096423098723;1.0
GRIA3;OGT;0.2395084600215536;0.5393854104817375;0.122948964301346;0.14289431000282546;0.5
HYDIN;DNAAF5;0.5528342672214182;0.9070520269396432;0.8919462161024949;0.9170770534016284;1.0
THAP1;SCARB2;0.16410800498832864;0.34640513425330466;0.0330718124726424;0.0432391047537407;0.0
KCNJ1;DAB1;0.11933014074916695;0.2530784130433847;0.029752648954976518;0.03755748385279474;0.0
JAGN1;NSMF;0.07683332481329112;0.196025540895436;0.01832158587893744;0.02640560102814732;0.0
PKD1L1;ZIC3;0.3695267627330211;0.5251157587865067;0.13267664277277602;0.13008427397414127;1.0
RAF1;SLC40A1;0.218353616615394;0.3595564072265219;0.07128789860605615;0.07136973580315527;0.0
ACTC1;MYL3;0.34923287654930396;0.5525861802261848;0.21273775788150076;0.21699839534137247;0.25
KCNQ3;KIAA1549;0.1539429316964717;0.3131831064278928;0.04207689945323625;0.04631298677876968;0.0
MRPS14;EARS2;0.24459761423576315;0.4570227897729882;0.19969458659662329;0.1970152141416684;1.0
PPP2R5D;RAC1;0.2291390623228216;0.4912399489216665;0.12146308885464513;0.14693503966860372;0.5
PDP1;RPL35;0.0437110598062856;0.10716659456424857;0.008929649540302443;0.010665326054433702;0.0
TECPR2;ZFYVE27;0.2478027493594396;0.4520344679100875;0.1265054463988558;0.12911251891522268;1.0
MAMLD1;DVL1;0.23683265899889716;0.4481153946475266;0.06799337133012462;0.0792567930965215;0.0
ARV1;CAD;0.1868717248014192;0.4188762345323676;0.1065685590931805;0.12713780038047834;1.0
MYO7A;WFS1;0.2084575409323128;0.4268806835647516;0.12071003929685767;0.14839573433077566;0.25
LMAN2L;ERMARD;0.2273371634258443;0.4716979507321942;0.13542284487309805;0.15279739604393022;0.0
DYNC1H1;ZBTB18;0.21426384389009112;0.4935219009959382;0.1560142315988023;0.192624516379173;0.5
HMGB3;RPS27;0.07769394733243329;0.17345682865663392;0.06276594155593539;0.07495578960624902;0.0
CD40LG;BCL10;0.2681057008589705;0.4124757360815097;0.11103998933639224;0.11731542848995095;1.0
SHROOM4;CLIC2;0.17488766399909972;0.3681311733818156;0.11320986242420188;0.13534671296260933;0.5
PROM1;FAM161A;0.4110542094908358;0.7586526596905746;0.6235840497867398;0.7021116033601761;0.5
SLC25A4;ABCD3;0.15123396132030853;0.2826698591864179;0.01693039018705589;0.01869979182408753;0.0
FAM20A;COG8;0.07352722263945405;0.14539489812351153;0.009696283769735605;0.012054040118472126;0.0
PROS1;SPG21;0.07733361266855082;0.1554341453778608;0.011626572123954414;0.013825107414738254;0.0
VPS11;POLR3B;0.2421422917016009;0.5060905762145745;0.16561449257711802;0.19148976914859425;0.5
L1CAM;HSPD1;0.2503551767712597;0.5283373585372814;0.19685182824964004;0.2312024058782227;0.3333333333333333
SGCE;TECR;0.2649033645734393;0.5256284319729478;0.08544209595756927;0.10341544265010708;0.0
NDUFS2;NDUFA10;0.3628492065947363;0.6894127074277707;0.3555593270638048;0.39054812675676215;0.4
NKX2-5;TRAPPC11;0.2254733221817793;0.4289718636685164;0.06801431710890522;0.08608607024107574;0.0
SLC20A2;ZC3H14;0.2425357580832177;0.4987328316841241;0.13215968974120704;0.1529622837648901;0.0
MLH1;POMGNT1;0.19863500736715545;0.3845321070956763;0.06579543209598153;0.08266528976723825;0.0
NOG;SET;0.19738014697342435;0.34830273908102616;0.031002609249806218;0.0400348833890378;0.0
ADAMTS10;PRKN;0.09960232504911587;0.20525627770374386;0.016966747481091823;0.02147721961785197;0.0
NUS1;SMARCC2;0.2316718711091116;0.4985085885569554;0.12936521269963436;0.16618380306771122;1.0
FANCI;FANCC;0.4692103576205726;0.7980825543737068;0.7388560002602529;0.7592865115366316;0.5
CTPS1;UNC119;0.31134879764096113;0.4581246199810925;0.16811225387329987;0.16706571665805214;1.0
B9D1;WNT10B;0.21250229432835616;0.3408894589204193;0.10453833008488464;0.1016434402100324;0.0
MGME1;CD27;0.11163320919461282;0.18787063492824166;0.029745311542552836;0.02747890537843566;0.0
MME;LRSAM1;0.36002616511487673;0.6109147366591952;0.251901705081054;0.2706245809877765;0.5
PIGA;KCNQ2;0.23339001239064505;0.483700732501518;0.13621542371023262;0.1580987598790571;1.0
MYBPC1;CENPJ;0.17979317173670398;0.2898978070632079;0.06350497202728238;0.05584759314832047;0.0
CD79B;LRRC8A;0.5103470737325788;0.8438469333512325;0.8617431277889834;0.8613267532052099;1.0
CEP63;STAT3;0.16368762002455556;0.3471997817575125;0.03907280192819155;0.051916168232193284;0.0
OFD1;NR2E3;0.2947434699666349;0.5456894868399171;0.13688776899824495;0.15736648818783636;0.3333333333333333
EIF2S3;CASK;0.2828192135809335;0.5859685508302406;0.2140479056825956;0.2487407508547501;1.0
ACAD9;SQSTM1;0.19744992510417125;0.3602397573920296;0.06213217339339841;0.06575271420223032;0.0
GDF6;MFRP;0.2266866347431921;0.3850659812121392;0.07870112439751878;0.08538229887207327;0.2
POLG2;OPA1;0.30122143442827864;0.5678297768401595;0.19594171335460844;0.22585657661380154;0.2
GNB4;ATP1A1;0.2896682017087677;0.5064370245357648;0.13480969429044007;0.15698074715049448;0.5
PMM2;KIF1C;0.18458094098283132;0.3989410100298429;0.05883193336051401;0.07841095225854525;0.0
AGBL5;LIMS2;0.07660007849100277;0.14732499726982687;0.023483781405413483;0.024498727948636768;0.0
ICOS;ATP1A3;0.11271450224437245;0.2119576118184676;0.024715402703857973;0.027981036857750274;0.0
CACNA1H;HPS1;0.12313411803237255;0.2291396927966544;0.0490349840097551;0.05597357680621466;0.0
ROR2;PCLO;0.21862931483139714;0.4413483922914074;0.07103959737874996;0.09240833636281973;0.0
KLHL41;CFL2;0.4415404846718916;0.7735388197526605;0.5136341383447721;0.5153388268542195;1.0
FSCN2;PROM1;0.4068865383854872;0.7482172869714588;0.5996227954583471;0.6815079673629705;0.5
EPHX2;PITX2;0.2469583295729494;0.3856590231293642;0.06442938043563633;0.06660157389033503;0.0
SAG;PRPF4;0.40614954829929656;0.7675743436187531;0.7232419617519429;0.7721929633088062;0.5
STUB1;MPDZ;0.1950598572183233;0.3953720762894831;0.06498067737362295;0.07668707913120475;0.0
MATN3;PSMB8;0.17546312860575852;0.2685109753861099;0.07150800968785173;0.07631160094875179;0.0
RAX;PRKRA;0.02651821485489032;0.06646442255274954;0.005321867389884439;0.006587537708442137;0.5
B2M;WAS;0.3166154178896769;0.49873724229096206;0.15868628069908192;0.17297539485581465;0.5
EOGT;SCN10A;0.2035596181352734;0.3335284799461638;0.057546051344424864;0.060498332191529225;0.0
IFT140;ACTN1;0.15313001336871498;0.24748013848216424;0.010795173591580852;0.011213773744626;0.0
GJB3;FOXI1;0.1750548555683807;0.3295167945100033;0.07809228085315527;0.09926984204862688;0.3333333333333333
COL3A1;COL1A2;0.3168779152983402;0.5455544016483138;0.1666420719515885;0.18985248866992127;0.5
CLCN4;FRMPD4;0.4120267790021391;0.7955862660517292;0.6485863754497136;0.6507165918235909;1.0
NR1H4;TMEM107;0.07752331778641107;0.1518141853455059;0.009249332703431465;0.009816164653123424;0.0
RHO;SEMA4A;0.34970130975621405;0.6299617188477268;0.32056675791959083;0.3655919700424472;0.3333333333333333
TBC1D24;DIAPH1;0.2378802623749713;0.5101894165773304;0.05926413997309137;0.07671789937593815;0.3333333333333333
TEX11;APC2;0.15976142242933222;0.280990929292203;0.03368835875066303;0.03366546684690151;0.0
LMNA;DNM2;0.3464956050567333;0.5778947430712045;0.097394027427244;0.11391787030825105;0.125
KCNA5;PCDH15;0.0014201477106188314;0.02609815971986706;3.6025912831369014e-05;0.0007801489978568376;0.0
PRKCSH;ELANE;0.17540976787313395;0.3063904860095773;0.04384379726889119;0.053329966962434805;0.0
PCNT;KANK2;0.2159206370882884;0.3634039133588616;0.041570280476723315;0.04517804672102271;1.0
AMACR;LTBP3;0.1802792400897975;0.32758380933803233;0.07516379010596523;0.08147291224695584;0.0
GJB6;HELLS;0.17896831537871544;0.3391720986158111;0.07371332102885747;0.09258372726641234;0.0
CLRN1;ABCA4;0.40920231325441175;0.7281025689520078;0.5879966675036665;0.6489560187826462;0.25
MYO5B;GRN;0.07823053739692977;0.1818006013769568;0.0055043494484042785;0.009130663498496006;0.0
AMELX;KIF1C;0.13429447953054752;0.22182403510808568;0.03202334406975585;0.03234902312121325;0.0
CLEC7A;TUBB3;0.10826410761472988;0.21452020504421748;0.0249648147207582;0.031613183488914294;0.0
PRPF31;NEK8;0.06828710344910173;0.12577727344118145;0.007239519511578486;0.007348027220997451;0.0
LTBP2;RELN;0.08603745463223053;0.18321719518026786;0.021304466248143892;0.02649029123107297;0.0
IKBKB;MEN1;0.15551730145365714;0.2779837497738243;0.021854233416076105;0.028576355317860607;0.0
CLCN4;GRIA3;0.2988425567379461;0.6056213011566025;0.1997155928818406;0.22935451763904294;1.0
RPGRIP1L;PEX14;0.2972637928488539;0.5721796836372608;0.2214635259733561;0.2555124167141877;0.0
SLC26A4;COCH;0.2734883416460924;0.4513615799545671;0.08998747668892056;0.0990382267519797;0.5
MINPP1;SLC26A4;0.2538634412243773;0.3715796370957939;0.09862110895063196;0.09299828401569046;0.0
CHMP1A;VPS53;0.21073883173397667;0.4722020753729408;0.2557109811657952;0.2897224159546049;1.0
CLTC;SMARCA4;0.20170131122272472;0.4334858796715013;0.10091630545451513;0.12888957483635333;0.25
NSD1;STX11;0.15378031491217958;0.293831531351585;0.029439114853054574;0.0352104533718716;0.0
RSPH3;CCNO;0.5398961309278054;0.901559162286908;0.9797796847687824;0.9803587492777472;1.0
BBS10;RSRC1;0.13939746096717184;0.311916538243523;0.046538861017979986;0.05447741161641862;0.0
FREM2;UBQLN2;0.13625192890982954;0.2621053111135325;0.031908256912835546;0.03561674957739604;0.0
HBA2;SH2B3;0.23264231976329866;0.3877760868309021;0.0921083267743466;0.09978486842803937;0.5
ZC3H14;CHEK2;0.11336368186570953;0.22197781945644074;0.014150215133841171;0.01640274910082443;0.0
MAGED2;KDF1;0.039044039536862224;0.07846819138194057;0.0034696209852470698;0.004264192229620888;0.0
MTM1;MTMR14;0.3390458694913688;0.6119277452289857;0.3033054038627083;0.3244895638949585;0.5
ACSL4;MYH7;0.2321786686007289;0.4388062298217224;0.08019476475206537;0.09423824695090696;0.0
SH3KBP1;LIPN;0.16287513877485627;0.3064406378028858;0.10969641767015263;0.11997956696383595;0.0
MYH3;TNNT3;0.3739195819845965;0.6156768722093011;0.2825033264387546;0.2750486181559396;0.5
CFL2;XRCC2;0.16060183757311947;0.3149052047548836;0.08285541084667658;0.09350404369662048;0.0
GCH1;TAF1;0.2778214630137563;0.5273715130851189;0.14593006728652907;0.16722996530042292;0.5
ZC3H14;PIGW;0.2384870148621359;0.5045064051256808;0.11312481841803138;0.1350251678358611;0.0
SMC1A;KISS1R;0.2776080318677198;0.5142400409606199;0.1409731632363364;0.15973444633097522;0.0
GDAP1;ADAMTS17;0.03754161633972767;0.06496337515025963;0.020727255612233972;0.01725724289191367;0.0
CNGA1;SEMA4A;0.3442169797327801;0.6555423519481725;0.3615139494721187;0.4046805044520821;0.5
TFG;AP4B1;0.22745678084177276;0.4308674088281286;0.13006320908842234;0.13999116092627736;1.0
ALPK3;WNT2B;0.0014201477106188314;0.02609815971986706;9.480395299779276e-05;0.0021113299862206263;0.0
CTCF;DPF2;0.3105467418679801;0.6315123569879866;0.2323278809465935;0.27180996757555737;0.5
CFI;MYO6;0.14192530299776934;0.2530434703113608;0.02062280404792849;0.02505427251208736;0.0
SIX1;ARL3;0.25421000563831875;0.4548178846790301;0.10552017365724838;0.11869801815692582;0.0
RDH12;PRPH;0.12192591721106225;0.26173405342718403;0.04546333577470623;0.054769619999380764;1.0
POLA1;ARX;0.2686407641645928;0.5383707096611997;0.14124391983472456;0.16494380756925525;1.0
LINGO1;TAF2;0.2000491852442904;0.5094151311675523;0.30691688650519106;0.3553049212814504;1.0
ACTL6B;GRIN2B;0.28710851183874003;0.5956248063120616;0.23374845035589975;0.25623497021888897;0.5
NTHL1;MIP;0.0014201477106188314;0.02609815971986706;3.632797163743165e-05;0.0009777738639519288;0.0
AARS2;LAT;0.08313135728298397;0.17244547439249874;0.05282037269752775;0.0660690189934086;0.0
COLGALT1;COL4A1;0.2362423326827016;0.4795242530209831;0.07241898422893098;0.08496352093629078;1.0
TP53RK;TOR1AIP1;0.15979298871283404;0.2772556968693057;0.06377340421786341;0.060609034326523877;0.0
NOP56;IL6;0.12274352015087228;0.2448792613887174;0.03869000414936098;0.04548271074916835;0.0
DYNC1H1;PPP2R1A;0.2542311442390697;0.5412088155228647;0.20343383604138185;0.2466585064140344;1.0
KIAA0586;WDR34;0.3493444088287252;0.5956567691795775;0.2870452675807072;0.30995817339388937;0.5
PITX3;STT3B;0.13296559456691953;0.2931700269980925;0.05158363975446646;0.06796939231707445;0.0
FGD1;RAB39B;0.26789047784028897;0.5415444318789986;0.1524094073870735;0.1715716569220488;1.0
DDOST;DPM2;0.2548628373527589;0.5007928242874725;0.17840379972336112;0.18858142457816807;1.0
LRSAM1;NDRG1;0.37347580758643184;0.6029286737858004;0.3184055625620685;0.34946431100625386;1.0
ST3GAL3;PUS3;0.24648112307983794;0.5730251049976668;0.1899588919180055;0.23450283724061344;0.25
ALG8;GATAD2B;0.1602025325423802;0.32841484993965925;0.08365756905407241;0.0955697996630221;0.0
UBA5;PLCB1;0.24310909627830102;0.5163110273461177;0.12764764910489262;0.12770374053589698;0.5
HR;CSTB;0.10109431299878288;0.18197279822841905;0.02579482246669377;0.028581062868719205;0.0
COL12A1;PTCH1;0.255447094529536;0.4668163491430023;0.07489523567437233;0.08778074473558356;0.0
RASGRP2;MBTPS2;0.056832487059300475;0.12682493143045653;0.003793719426547982;0.004623310404057711;0.0
ACTA2;CNGA1;0.18101181223162985;0.32242774147671016;0.05611117685306656;0.06539465431176053;0.0
GNB4;PSEN1;0.17719178714352235;0.3367860119308803;0.013918763639315379;0.018003096428174832;0.0
F13A1;CLN8;0.06900791236108328;0.1410938278958355;0.009138772961410118;0.011844448284218954;0.0
GABRB1;HNRNPU;0.2091464868539476;0.4833546336396026;0.13690898769854382;0.15432096004499132;1.0
STIM1;STAT1;0.21602186236527154;0.3565965976393025;0.08630021311572922;0.09663576295512527;1.0
UBE2T;SLX4;0.4800914284137414;0.8210716032281652;0.9234829902434696;0.9328498673103643;0.5
CDKL5;AP3B2;0.2879415808313591;0.5889007698224982;0.21981586987785567;0.2510331304528227;1.0
RUSC2;HNMT;0.23012334599121545;0.5068373562554965;0.18508605328896985;0.21774779318298415;0.5
GMPPB;SOX17;0.12566321678879888;0.2367648841456207;0.005882483302924551;0.0065429766086129776;0.0
MTMR2;RPL35;0.08017921614386729;0.1560998841470092;0.022582712503743618;0.02475987434406176;0.0
NKX2-1;RAB39B;0.21483700544245626;0.4574950098033849;0.09907575304753703;0.12226308523010546;0.0
SERPINH1;MYH8;0.2233451684593856;0.4028634175012744;0.13706152970323818;0.1575785656666599;0.0
RTN2;SPG21;0.2822375953143446;0.5460540655914911;0.20665783200283905;0.2367852646878605;1.0
REEP6;RGR;0.4253001125051705;0.79647985555574;0.7984635412459883;0.8468632777051206;1.0
CCDC40;AHDC1;0.20949061988553772;0.3908673463673943;0.06537836644515528;0.07225300349138884;0.0
FAM126A;RARS1;0.3108432498947713;0.6227261798912755;0.22278366236999672;0.2497944163805789;1.0
RTN4IP1;ACO2;0.27243246495970536;0.5303555130674229;0.18549115718283132;0.18720192942587865;1.0
ZNF335;SCN3B;0.0014201477106188314;0.02609815971986706;3.115801274997672e-05;0.0006638248065717881;0.0
ARID1B;ARID2;0.4089729022788433;0.7388399753786272;0.5440012437125264;0.5607984996558896;1.0
PAX1;RPS26;0.2287781507854968;0.42703783841472864;0.1829679563060735;0.2032746932833508;0.0
PLA2G6;MS4A1;0.06331525021265832;0.13717494704730498;0.028726482428673292;0.03418951372574695;0.0
GLRX5;AARS1;0.2166436570975952;0.4599742132397711;0.1311120217462037;0.16054586469640658;0.0
SEC23B;MKRN3;0.2302487954766986;0.4150184570954839;0.09551054910642544;0.11429295202116813;0.0
KDM5B;RSRC1;0.3902553246403968;0.7579753708618708;0.5330367088378125;0.5472276739509547;0.5
ATL3;SPTLC2;0.31917248478107363;0.4672049132278294;0.19158169345130133;0.20802603086594507;0.5
FLG2;ACTN2;0.17972999252811614;0.28587030340587777;0.04175184441296452;0.04646725131142626;0.0
MAF;GALNS;0.2431971106676715;0.4191935411746056;0.10628729051649184;0.1185682577187286;0.0
DNAJC19;KRT5;0.092356716715804;0.18701680545929467;0.022318370024510738;0.028710412282430813;0.0
MRPS34;SFXN4;0.22615695773072803;0.4770143319405897;0.16567174658291456;0.17941355057983854;1.0
AKT1;FGF17;0.2602958788634937;0.4570821250035275;0.08379805501369138;0.10078525135921107;0.0
CAPN3;BSND;0.13731256573632514;0.2659444512996114;0.01307730925186289;0.016988241592464082;0.0
VIPAS39;FREM2;0.1804893345493439;0.3384841341380977;0.07643859269059583;0.09103139792530696;0.0
COL4A5;DDX3X;0.061738162220538;0.12946380281928405;0.04056138864614369;0.04604495069781195;0.0
OPHN1;FMR1;0.2900353081547169;0.6110431767955257;0.19913673669389748;0.2402195772023659;0.5
IKZF1;HAMP;0.2240074857282928;0.3741646355330088;0.0924634057271234;0.0982741412543368;0.0
EIF2S3;PRPS1;0.2504863823831949;0.5179818804024059;0.14102046218680958;0.17522886073091729;1.0
HOXC13;TSPEAR;0.18101569962583214;0.3165489428104014;0.07425496900590632;0.083677163908852;0.5
B9D2;B9D1;0.4666651667641361;0.7808149785647356;0.6961931879815992;0.6703660716293586;1.0
USP27X;DLG3;0.4720773509995417;0.8938697741149251;0.918716696292964;0.9100416391998905;1.0
BEST1;DCDC2;0.07799594067458597;0.1501181676229375;0.03896892083811613;0.047900537548122235;0.0
UBA5;SLC25A22;0.2942413349218093;0.6132591684246861;0.2307427852596899;0.26875086610529003;0.5
RAC1;GAN;0.192427367080614;0.3863929855703952;0.07343294436044602;0.08408110432880103;0.0
MOCOS;MFSD8;0.0014201477106188314;0.02609815971986706;4.8558587188787236e-05;0.0010380124950884859;0.0
SLC24A5;TYR;0.3946263684282248;0.6228454457579491;0.28304993158334346;0.30686490203890937;0.6666666666666666
TMEM237;ZNF423;0.3901348235522071;0.7268834865803127;0.6249393135839021;0.6172177367822309;0.5
RBM20;PSEN1;0.2535724448030709;0.4529514626125544;0.14734895028552955;0.16071427488961548;0.5
KCNQ5;ZMYND11;0.1544118021232844;0.4167765327039573;0.14589644442977262;0.18755726912611784;1.0
HMCN1;SH2B3;0.1970850842591017;0.3129221596958306;0.03929355812604684;0.042988276670626414;0.0
TRIP12;EEF1A2;0.26377299705456025;0.5884688409523436;0.2004444491532853;0.21954607887508368;0.3333333333333333
DDX59;CYP7B1;0.14460067539165236;0.2652820237743118;0.05556417888815583;0.061099678616248224;0.0
CTNNA2;IFT81;0.08870094552483637;0.2048596231387016;0.03777603448590701;0.049394421042842265;0.0
HARS1;USH1C;0.3651802728970122;0.6082898821506668;0.29098747592504703;0.3095084583718604;0.3333333333333333
STXBP2;ZBTB24;0.1809636636961366;0.26052345818865463;0.06478255623352508;0.0512894612054529;0.0
IGHMBP2;HK1;0.207241748474268;0.3633375784879682;0.1284591390112744;0.13914209460720156;0.5
PITPNM3;RPGR;0.3201854973472225;0.5150800291624377;0.06911198978120821;0.06924276817820396;0.5
HYDIN;CCDC103;0.5416523850343593;0.8964125662668097;0.8792183345597847;0.8981554300630723;1.0
PIGP;KCNT2;0.3059907079968377;0.6315349582129658;0.12503687756116685;0.14156519316876032;1.0
CDKN1B;CCNO;0.11001963740687452;0.1995896606385662;0.02701514794431429;0.03199898407552015;0.0
SCN3B;SPEG;0.09301696296782884;0.1612296470331286;0.002498043334710957;0.002904725182288311;0.0
KLHL7;SEMA4A;0.2871935418600984;0.5466839018299112;0.23301814371880644;0.2569683576563727;0.3333333333333333
ATP6AP1;IL12RB1;0.2842256622725892;0.473616006678621;0.15585444312604718;0.16105215672373924;0.5
HMGB3;SLX4;0.2041440304601051;0.4373282185619721;0.08223525417661671;0.10793999799083404;0.0
PLIN1;CAV1;0.3895722528157984;0.5964530326452362;0.16206024812154826;0.15890255702562475;1.0
CRELD1;OPA1;0.15535617421041534;0.27388000758449504;0.015123853626236281;0.018012749179732168;0.0
TENM3;SLX4;0.2080877339676556;0.4243558179371309;0.0766567804592679;0.09312096908432893;0.0
MATR3;DOCK8;0.11856912899981825;0.2184341825060281;0.036823366843677666;0.04302277662533955;0.0
DPM2;ALG11;0.2860418739737341;0.5677439572873132;0.2697632625455659;0.28966207191875176;1.0
ACTA2;OTX2;0.2320333830524498;0.4195583517985073;0.09461853334522456;0.10798564575986017;0.0
NAA10;TUBB;0.2887153509693191;0.5768580221935302;0.18075358974488293;0.21805102746102803;0.0
DSTYK;TTC19;0.17141392965069685;0.3539250247714889;0.1138306618779934;0.13189017084983334;0.0
ARHGEF9;CNPY3;0.2851840939760219;0.6122046500852776;0.2559069981486741;0.2963047306473916;1.0
MAGI2;SLC25A26;0.07494767324484322;0.1264720299068201;0.013568458289505396;0.013182204177210971;0.0
CDAN1;DEGS1;0.046250394317525985;0.10719722057092364;0.011729398464904504;0.013915122799524577;0.0
TSC1;POU3F4;0.1646118967126945;0.3135566633702473;0.057911280993926235;0.0729298933051803;0.0
EGF;ATXN10;0.18843407797031728;0.3999007673813793;0.05733671305108305;0.0684211831382645;0.0
SLC25A11;BICD2;0.11080227609744148;0.2192753175479732;0.027570393826896303;0.033625031337335166;0.0
TMEM199;COG6;0.2591386409667429;0.4541781118179981;0.11847747249421205;0.12940778692326566;1.0
TSFM;TARS2;0.22075356951393868;0.5065540908975137;0.14198658651550036;0.1651952700343534;1.0
COL1A1;CREB3L1;0.3086765306807154;0.5029751816285254;0.07227647570770399;0.0812228211087138;0.5
